CPU_User,CPU_System,CPU_Idle
11.8,1.0,87.1
CPU_User,CPU_System,CPU_Idle
5.5,2.1,92.4
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112720,292957,10.92%
CPU_Thread
19694
CPU_User,CPU_System,CPU_Idle
2.8,0.2,96.9
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112840,292833,10.94%
CPU_Thread
19950
CPU_User,CPU_System,CPU_Idle
1.3,0.2,98.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112915,292501,10.94%
CPU_Thread
19950
CPU_User,CPU_System,CPU_Idle
1.2,0.4,98.4
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113109,292050,10.96%
CPU_Thread
19952
CPU_User,CPU_System,CPU_Idle
1.4,0.3,98.3
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113269,291632,10.98%
CPU_Thread
19952
CPU_User,CPU_System,CPU_Idle
3.2,0.7,96.1
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113495,291207,11.00%
CPU_Thread
19952
CPU_User,CPU_System,CPU_Idle
1.3,0.4,98.4
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113994,290699,11.05%
CPU_Thread
20083
CPU_User,CPU_System,CPU_Idle
3.7,0.2,96.1
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113988,290682,11.05%
CPU_Thread
20008
CPU_User,CPU_System,CPU_Idle
9.5,0.3,90.3
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113972,290697,11.05%
CPU_Thread
19993
CPU_User,CPU_System,CPU_Idle
9.5,1.3,89.2
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112219,292484,10.88%
CPU_Thread
19466
CPU_User,CPU_System,CPU_Idle
12.7,0.2,87.1
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112204,292498,10.87%
CPU_Thread
19469
CPU_User,CPU_System,CPU_Idle
1.3,0.3,98.3
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113825,290877,11.03%
CPU_Thread
19468
CPU_User,CPU_System,CPU_Idle
1.3,0.4,98.2
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112244,292458,10.88%
CPU_Thread
19471
CPU_User,CPU_System,CPU_Idle
1.3,0.6,98.1
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113436,291266,10.99%
CPU_Thread
19813
CPU_User,CPU_System,CPU_Idle
2.0,0.9,97.0
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113508,291192,11.00%
CPU_Thread
19804
CPU_User,CPU_System,CPU_Idle
7.3,0.4,92.3
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113823,290876,11.03%
CPU_Thread
19806
CPU_User,CPU_System,CPU_Idle
3.2,0.3,96.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113953,290746,11.04%
CPU_Thread
19810
CPU_User,CPU_System,CPU_Idle
6.6,0.6,92.8
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,116293,288404,11.27%
CPU_Thread
20192
CPU_User,CPU_System,CPU_Idle
35.1,8.3,56.4
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,116393,288297,11.28%
CPU_Thread
20557
CPU_User,CPU_System,CPU_Idle
13.8,0.9,85.3
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,117764,286907,11.41%
CPU_Thread
21496
CPU_User,CPU_System,CPU_Idle
1.3,0.6,98.0
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,119493,285090,11.58%
CPU_Thread
21549
CPU_User,CPU_System,CPU_Idle
5.6,0.3,94.1
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,119541,284821,11.58%
CPU_Thread
21521
CPU_User,CPU_System,CPU_Idle
9.6,0.6,89.8
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,117664,286456,11.40%
CPU_Thread
20846
CPU_User,CPU_System,CPU_Idle
1.3,0.5,98.2
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,114160,289749,11.06%
CPU_Thread
19930
CPU_User,CPU_System,CPU_Idle
5.1,0.3,94.6
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,114483,289149,11.09%
CPU_Thread
19930
CPU_User,CPU_System,CPU_Idle
1.4,0.3,98.3
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,114251,289084,11.07%
CPU_Thread
19941
CPU_User,CPU_System,CPU_Idle
14.6,0.5,84.9
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,116723,286601,11.31%
CPU_Thread
20188
CPU_User,CPU_System,CPU_Idle
10.0,0.6,89.3
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,116708,286338,11.31%
CPU_Thread
20164
CPU_User,CPU_System,CPU_Idle
2.0,0.4,97.6
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,116790,286052,11.32%
CPU_Thread
20181
CPU_User,CPU_System,CPU_Idle
1.4,0.3,98.3
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,116691,285882,11.31%
CPU_Thread
20430
CPU_User,CPU_System,CPU_Idle
4.7,2.6,92.6
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,118893,282306,11.52%
CPU_Thread
20790
CPU_User,CPU_System,CPU_Idle
2.5,0.8,96.7
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,119107,282448,11.54%
CPU_Thread
20766
CPU_User,CPU_System,CPU_Idle
11.5,0.9,87.6
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,119202,281817,11.55%
CPU_Thread
20770
CPU_User,CPU_System,CPU_Idle
9.6,0.6,89.8
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,120447,280315,11.67%
CPU_Thread
20961
CPU_User,CPU_System,CPU_Idle
2.1,1.0,96.9
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,121627,278854,11.79%
CPU_Thread
21225
CPU_User,CPU_System,CPU_Idle
10.2,0.6,89.2
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,123200,276978,11.94%
CPU_Thread
22017
CPU_User,CPU_System,CPU_Idle
31.6,3.1,65.3
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,128067,271795,12.41%
CPU_Thread
22744
CPU_User,CPU_System,CPU_Idle
29.3,2.4,68.2
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,128825,270722,12.48%
CPU_Thread
23911
CPU_User,CPU_System,CPU_Idle
14.5,2.9,82.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,134576,264869,13.04%
CPU_Thread
23958
CPU_User,CPU_System,CPU_Idle
1.5,2.1,96.4
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,131125,268301,12.71%
CPU_Thread
23214
CPU_User,CPU_System,CPU_Idle
10.3,0.8,88.9
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,129798,269662,12.58%
CPU_Thread
22677
CPU_User,CPU_System,CPU_Idle
3.9,0.6,95.6
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,127659,271812,12.37%
CPU_Thread
20509
CPU_User,CPU_System,CPU_Idle
9.3,0.3,90.4
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112755,286824,10.93%
CPU_Thread
19434
CPU_User,CPU_System,CPU_Idle
1.3,0.6,98.1
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,114026,285554,11.05%
CPU_Thread
19696
CPU_User,CPU_System,CPU_Idle
13.4,1.0,85.6
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,114095,285484,11.06%
CPU_Thread
19848
CPU_User,CPU_System,CPU_Idle
2.6,1.1,96.3
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,114123,285456,11.06%
CPU_Thread
19844
CPU_User,CPU_System,CPU_Idle
11.2,1.0,87.7
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,114347,285232,11.08%
CPU_Thread
19856
CPU_User,CPU_System,CPU_Idle
11.5,0.3,88.2
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,114720,284859,11.12%
CPU_Thread
19846
CPU_User,CPU_System,CPU_Idle
17.6,8.7,73.7
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,116004,283572,11.24%
CPU_Thread
20175
CPU_User,CPU_System,CPU_Idle
3.2,4.8,91.9
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,118362,281211,11.47%
CPU_Thread
20690
CPU_User,CPU_System,CPU_Idle
9.5,0.5,90.1
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,118899,280670,11.52%
CPU_Thread
21427
CPU_User,CPU_System,CPU_Idle
17.6,2.7,79.6
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,121860,277623,11.81%
CPU_Thread
21948
CPU_User,CPU_System,CPU_Idle
1.9,0.7,97.4
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,124456,274984,12.06%
CPU_Thread
22106
CPU_User,CPU_System,CPU_Idle
5.4,0.7,94.0
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,121098,278358,11.74%
CPU_Thread
20828
CPU_User,CPU_System,CPU_Idle
1.4,0.3,98.3
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,119046,280479,11.54%
CPU_Thread
20283
CPU_User,CPU_System,CPU_Idle
5.9,0.7,93.4
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,118882,280644,11.52%
CPU_Thread
19924
CPU_User,CPU_System,CPU_Idle
1.3,0.3,98.4
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113813,285748,11.03%
CPU_Thread
19441
CPU_User,CPU_System,CPU_Idle
3.3,0.6,96.2
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112756,286805,10.93%
CPU_Thread
19440
CPU_User,CPU_System,CPU_Idle
1.2,0.2,98.6
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112650,286911,10.92%
CPU_Thread
19439
CPU_User,CPU_System,CPU_Idle
1.3,0.4,98.3
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112577,286984,10.91%
CPU_Thread
19439
CPU_User,CPU_System,CPU_Idle
1.6,0.3,98.1
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112561,287000,10.91%
CPU_Thread
19441
CPU_User,CPU_System,CPU_Idle
5.1,0.7,94.2
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112530,287030,10.91%
CPU_Thread
19441
CPU_User,CPU_System,CPU_Idle
1.3,0.2,98.6
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112523,287038,10.90%
CPU_Thread
19440
CPU_User,CPU_System,CPU_Idle
1.4,0.5,98.1
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112573,286986,10.91%
CPU_Thread
19442
CPU_User,CPU_System,CPU_Idle
1.2,0.3,98.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112585,286974,10.91%
CPU_Thread
19441
CPU_User,CPU_System,CPU_Idle
2.6,0.2,97.2
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112486,287074,10.90%
CPU_Thread
19443
CPU_User,CPU_System,CPU_Idle
4.4,0.8,94.8
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112483,287076,10.90%
CPU_Thread
19441
CPU_User,CPU_System,CPU_Idle
1.3,0.2,98.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112466,287093,10.90%
CPU_Thread
19442
CPU_User,CPU_System,CPU_Idle
1.3,0.4,98.3
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112464,287095,10.90%
CPU_Thread
19442
CPU_User,CPU_System,CPU_Idle
9.3,0.4,90.3
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112451,287108,10.90%
CPU_Thread
19444
CPU_User,CPU_System,CPU_Idle
1.4,0.2,98.4
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112443,287115,10.90%
CPU_Thread
19444
CPU_User,CPU_System,CPU_Idle
1.5,0.7,97.9
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,114015,285544,11.05%
CPU_Thread
19444
CPU_User,CPU_System,CPU_Idle
9.2,0.3,90.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112458,287100,10.90%
CPU_Thread
19445
CPU_User,CPU_System,CPU_Idle
1.4,0.5,98.1
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112461,287097,10.90%
CPU_Thread
19447
CPU_User,CPU_System,CPU_Idle
1.3,0.2,98.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112470,287088,10.90%
CPU_Thread
19444
CPU_User,CPU_System,CPU_Idle
4.1,0.3,95.6
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112476,287082,10.90%
CPU_Thread
19443
CPU_User,CPU_System,CPU_Idle
14.9,0.2,84.8
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112475,287083,10.90%
CPU_Thread
19444
CPU_User,CPU_System,CPU_Idle
3.4,0.5,96.1
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112478,287079,10.90%
CPU_Thread
19445
CPU_User,CPU_System,CPU_Idle
3.8,0.5,95.8
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113076,286481,10.96%
CPU_Thread
19445
CPU_User,CPU_System,CPU_Idle
3.0,0.4,96.7
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112579,286978,10.91%
CPU_Thread
19445
CPU_User,CPU_System,CPU_Idle
1.3,0.2,98.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112493,287065,10.90%
CPU_Thread
19444
CPU_User,CPU_System,CPU_Idle
1.3,0.7,98.0
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112521,287037,10.90%
CPU_Thread
19446
CPU_User,CPU_System,CPU_Idle
1.3,0.2,98.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112510,287047,10.90%
CPU_Thread
19446
CPU_User,CPU_System,CPU_Idle
1.3,0.3,98.3
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112509,287048,10.90%
CPU_Thread
19447
CPU_User,CPU_System,CPU_Idle
1.6,0.3,98.1
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112530,287027,10.91%
CPU_Thread
19448
CPU_User,CPU_System,CPU_Idle
1.3,0.2,98.4
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112504,287053,10.90%
CPU_Thread
19445
CPU_User,CPU_System,CPU_Idle
1.3,0.3,98.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112600,286957,10.91%
CPU_Thread
19447
CPU_User,CPU_System,CPU_Idle
1.3,0.2,98.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112480,287076,10.90%
CPU_Thread
19447
CPU_User,CPU_System,CPU_Idle
2.0,0.4,97.6
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112477,287079,10.90%
CPU_Thread
19448
CPU_User,CPU_System,CPU_Idle
1.9,0.2,97.9
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112481,287075,10.90%
CPU_Thread
19449
CPU_User,CPU_System,CPU_Idle
4.1,0.2,95.7
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112490,287066,10.90%
CPU_Thread
19447
CPU_User,CPU_System,CPU_Idle
1.4,0.7,98.0
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112541,287015,10.91%
CPU_Thread
19447
CPU_User,CPU_System,CPU_Idle
1.3,0.2,98.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112651,286904,10.92%
CPU_Thread
19450
CPU_User,CPU_System,CPU_Idle
1.3,0.3,98.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113442,286114,10.99%
CPU_Thread
19465
CPU_User,CPU_System,CPU_Idle
10.0,0.9,89.0
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112509,287047,10.90%
CPU_Thread
19454
CPU_User,CPU_System,CPU_Idle
9.5,0.5,90.0
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112429,287127,10.90%
CPU_Thread
19453
CPU_User,CPU_System,CPU_Idle
2.0,0.3,97.7
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112420,287135,10.89%
CPU_Thread
19458
CPU_User,CPU_System,CPU_Idle
5.4,0.5,94.1
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112381,287175,10.89%
CPU_Thread
19451
CPU_User,CPU_System,CPU_Idle
1.3,0.3,98.4
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112467,287088,10.90%
CPU_Thread
19463
CPU_User,CPU_System,CPU_Idle
1.4,0.2,98.4
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112351,287205,10.89%
CPU_Thread
19462
CPU_User,CPU_System,CPU_Idle
2.8,0.5,96.7
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112603,286953,10.91%
CPU_Thread
19461
CPU_User,CPU_System,CPU_Idle
4.0,0.6,95.4
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112560,286996,10.91%
CPU_Thread
19461
CPU_User,CPU_System,CPU_Idle
1.3,0.2,98.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112426,287129,10.90%
CPU_Thread
19474
CPU_User,CPU_System,CPU_Idle
1.3,0.3,98.4
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112412,287144,10.89%
CPU_Thread
19461
CPU_User,CPU_System,CPU_Idle
5.5,0.5,94.0
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112400,287155,10.89%
CPU_Thread
19461
CPU_User,CPU_System,CPU_Idle
7.6,0.3,92.1
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112491,287063,10.90%
CPU_Thread
19476
CPU_User,CPU_System,CPU_Idle
10.1,0.2,89.7
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112402,287153,10.89%
CPU_Thread
19461
CPU_User,CPU_System,CPU_Idle
7.6,1.2,91.3
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112401,287153,10.89%
CPU_Thread
19462
CPU_User,CPU_System,CPU_Idle
10.6,0.4,89.0
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113967,285588,11.04%
CPU_Thread
19462
CPU_User,CPU_System,CPU_Idle
4.8,0.2,95.0
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112404,287151,10.89%
CPU_Thread
19463
CPU_User,CPU_System,CPU_Idle
1.3,0.5,98.2
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112326,287066,10.89%
CPU_Thread
19460
CPU_User,CPU_System,CPU_Idle
7.0,0.7,92.3
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112268,287288,10.88%
CPU_Thread
19458
CPU_User,CPU_System,CPU_Idle
4.7,0.3,95.0
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112349,287206,10.89%
CPU_Thread
19459
CPU_User,CPU_System,CPU_Idle
10.6,0.4,88.9
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112424,287131,10.90%
CPU_Thread
19459
CPU_User,CPU_System,CPU_Idle
1.2,0.3,98.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112306,287249,10.88%
CPU_Thread
19460
CPU_User,CPU_System,CPU_Idle
5.7,2.4,91.9
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113097,286459,10.96%
CPU_Thread
19461
CPU_User,CPU_System,CPU_Idle
1.3,0.2,98.6
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112723,286765,10.92%
CPU_Thread
19461
CPU_User,CPU_System,CPU_Idle
2.6,0.4,97.0
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112634,286853,10.92%
CPU_Thread
19462
CPU_User,CPU_System,CPU_Idle
1.3,0.2,98.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112576,286911,10.91%
CPU_Thread
19469
CPU_User,CPU_System,CPU_Idle
1.3,0.2,98.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112601,286885,10.91%
CPU_Thread
19464
CPU_User,CPU_System,CPU_Idle
1.3,0.3,98.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112606,286881,10.91%
CPU_Thread
19462
CPU_User,CPU_System,CPU_Idle
8.9,0.6,90.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112593,286894,10.91%
CPU_Thread
19462
CPU_User,CPU_System,CPU_Idle
1.5,0.6,97.9
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112581,286906,10.91%
CPU_Thread
19479
CPU_User,CPU_System,CPU_Idle
3.0,0.6,96.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112657,286829,10.92%
CPU_Thread
19463
CPU_User,CPU_System,CPU_Idle
10.3,0.4,89.3
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112883,286535,10.94%
CPU_Thread
19350
CPU_User,CPU_System,CPU_Idle
1.2,0.2,98.6
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112919,286363,10.94%
CPU_Thread
19350
CPU_User,CPU_System,CPU_Idle
4.2,0.2,95.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112728,286554,10.92%
CPU_Thread
19344
CPU_User,CPU_System,CPU_Idle
1.3,0.5,98.2
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112691,286591,10.92%
CPU_Thread
19346
CPU_User,CPU_System,CPU_Idle
12.2,0.5,87.2
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112706,286577,10.92%
CPU_Thread
19346
CPU_User,CPU_System,CPU_Idle
6.7,0.4,92.9
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112723,286559,10.92%
CPU_Thread
19346
CPU_User,CPU_System,CPU_Idle
2.1,0.6,97.3
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113932,285343,11.04%
CPU_Thread
19348
CPU_User,CPU_System,CPU_Idle
44.6,6.4,49.0
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113354,285909,10.99%
CPU_Thread
19413
CPU_User,CPU_System,CPU_Idle
1.3,0.3,98.4
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113147,286116,10.97%
CPU_Thread
19413
CPU_User,CPU_System,CPU_Idle
9.3,0.3,90.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113094,286169,10.96%
CPU_Thread
19414
CPU_User,CPU_System,CPU_Idle
9.4,0.3,90.3
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113097,286167,10.96%
CPU_Thread
19415
CPU_User,CPU_System,CPU_Idle
7.3,0.5,92.2
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113096,286167,10.96%
CPU_Thread
19409
CPU_User,CPU_System,CPU_Idle
2.3,0.2,97.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112992,286272,10.95%
CPU_Thread
19412
CPU_User,CPU_System,CPU_Idle
1.3,0.2,98.5
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112995,286269,10.95%
CPU_Thread
19414
CPU_User,CPU_System,CPU_Idle
9.4,0.4,90.2
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,113330,285934,10.98%
CPU_Thread
19415
CPU_User,CPU_System,CPU_Idle
1.3,0.4,98.2
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112927,286334,10.94%
CPU_Thread
19417
CPU_User,CPU_System,CPU_Idle
2.1,0.3,97.7
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112934,286327,10.94%
CPU_Thread
19410
CPU_User,CPU_System,CPU_Idle
1.3,0.3,98.4
Total_RAM,Used_RAM,Free_RAM,RAM_Usage
1031881,112931,286330,10.94%
CPU_Thread
19411
CPU_User,CPU_System,CPU_Idle
4.0,0.5,95.5
